ἄβαξ,
διωβελία,
διώβολον,
διώκω,
δόγμα,
δοκάζω,
δοκάζω,δοκέω,δοκεύς,δοκή,
δοκάζω,δοκέω,δοκή,δοκόν,δοκός,δοκόω,δοκώ,
δοκέω,
δοκέω,δοκεύς,
δοκέω,δοκόω,
δοκέω,δοκόω,δοκώ,
δοκιμάζω,
δοκιμασία,
δολοφονέω,
δόξα,δοκέω,
δόξα,δόξις,δοκέω,
δόρυ,
δορύφορος,δορυφόρος,
δουλεύω,
δούλιος,
δοῦλος,
δοῦλος,δουλόω,
Δρακοντίδης,
Δράκων,
δραχμή,
δραχμή,δραχμός,
δράω,
δρύφακτος,δρυφακτόω,
δυάω,
δύναμαι,
δύναμαι,δύω2,
δύναμις,
δυναστεία,
δυνατός,
δύο,
δυσκολία,
δυσχεραίνω,
δώδεκα,
δωδέκατος,
δωρεά,
δῶρον,
δωροξενία,
ἕ,ἵημι,ὅς,οὗ,
ἕ,ὁ,
ἕ,ὁ,ὅς,
ἐάν,
ἑαυτοῦ,
ἐάω,
ἐάω,εἰάζω,
ἐάω,εἰμί,
ἑβδομήκοντα,
ἕβδομος,
ἐγγίγνομαι,
ἐγγραφή,
ἐγγράφω,
ἐγγυητής,ἐγγυητός,
ἐγκαλέω,
ἐγκαταγηράσκω,
ἐγκρατής,
ἐγκύκλιος,
ἐγκύκλιος,ἐγκυκλέομαι,
ἐγχειρίδιον,ἐγχειρίδιος,
ἐγχέω,ἐγχύνω,
ἔγχος,ἐγχέω,ἐγχύνω,
ἐγώ,
ἕδρα,
εετιονεια,-παρτ-οφ-τηε-πειραευς,
ἐθέλω,
ἔθω,
ἔθω,τίθημι,
εἰ,
εἶδον,
εἶδον,ἴδη,
εἴκοσι,
εἰκών,
εἰμί,
εἶμι,
εἶμι,εἰμί,
εἶμι,εἶτα,εἰμί,
εἰμί,ἦ,ἠμί,
εἰμί,ἠμί,
εἰμί,ὄντα,
εἰμί,οὖσον,
εἰμί,ὦσις,
εἶπον,
εἶπον,εἶπος,
εἰρήνη,
εἰρήνη,εἰρηνέω,
εἰς,
εἷς,
εἷς,ἵημι,
εἷς,ὅς,
εἰσαγγελία,
εἰσαγγέλλω,
εἰσάγω,
εἰσαγωγεύς,
εἴσειμι,
εἴσειμι,εἰσίημι,
εἰσελαύνω,
εἰσέρχομαι,
εἰσηγέομαι,
εἰσηγητής,
εἰσκαλέω,
εἴσοδος,
εἰσοράω,
εἰσπράσσω,
εἰσφέρω,
εἰσφορά,
εἶτα,
ἐκ,
ἕκαστος,
ἑκάτερος,
ἑκατέρωθι,
ἑκατόν,
ἐκβάλλω,
ἐκβολεύς,ἐκβολή,
ἐκδιαιτάω,
ἐκδικάζω,
ἔκδικος,
ἐκεῖ,
ἐκεῖθεν,
ἐκεῖνος,
ἐκεῖνος,κενόω,
ἔκθυμα,
ἐκκηρύσσω,
ἐκκλησία,
ἐκκλησιάζω,
ἐκκομίζω,
ἐκλείπω,
ἐκληρέω,κληρόω,
ἐκμαρτυρέω,
ἐκπέμπω,
ἐκπίτνω,
ἐκπολιορκέω,
ἔκροος,
ἔκροος,ἐκρέω,
ἐκτείνω,κτείνω,
ἔκτεισις,ἐκτίνω,
ἕκτη,ἕκτος,
ἑκτημόριοι,
ἐκτίνω,
ἕκτος,
ἐκφαίνω,
ἐκφέρω,
ἑκών,
ἐλαία,ἐλαιάω,
ἔλαιον,ἔλαιος,
ἐλάσσων,
ἐλάσσων,ἐλασσόω,
ἐλάσσων,ἐλασσόω,ἐλαύνω,
ἐλαύνω,
ἔλαχος,λαγχάνω,
ἐλεγεία,ἐλεγεῖος,
ἐλεύθερος,
ἐλεύθερος,ἐλευθερόω,
ἐλευθερόω,
Ἐλευσίναδε,
Ἐλευσίνιος,
Ἐλευσινόθεν,
Ἐλευσίς,
Ἐλευσίς,Ἐλευσῖνι,
ἕλκος,ἕλκω,ἑλκέω,
ἐλλείπω,
Ἕλλην,
ἐλπίς,
ἐμβάλλω,
ἐμβιβάζω,
ἐμμένω,
ἔμμηνος,
ἔμμηνος,ἐμμαίνομαι,
ἐμπήγνυμι,
ἐμπήκτης,
ἐμπορία,
ἐμπόρια,ἐμπόριον,ἐμπόριος,
ἐμπορικός,
ἐμπόριον,ἐμπόριος,
ἔμπορος,
ἔμπροσθεν,
ἐμφαίνω,ἐμφανής,
ἔμφρων,
ἐν-εἰμί,
ἐν,
ἐν,εἰμί,εἰς,
ἐν,εἰς,
ἐναγής,
ἐνάγισμα,
ἐναντίον,ἐναντίος,
ἐναντιόομαι,
ἐναντίος,
ἔνατος,
ἐνδείκνυμι,
ἔνδειξις,
ἔνδειξις,ἐνδείκνυμι,
ἕνδεκα,
ἑνδέκατος,
ἐνδέχομαι,
ἔνδημος,
ἔνδοθεν,ἐνδίδωμι,
ἔνδοξος,
ἐνδύω,
ἕνεκα,
ἐνθάδε,
ἐνιαύσιος,
ἐνιαυτός,
ἔνιοι,
ἐνίοτε,
ἐνίστημι,
ἐννέα,
ἐννέα,ἐννέω,
ἕνος,εἷς,
ἕνος,ἑνόω,
ἐνοχλέω,
ἔνοχος,
ἐνσημαίνομαι,
ἐνσπουδάζω,σπουδάζω,
ἐνταῦθα,
ἐντεῦθεν,
ἐντός,
ἐντυγχάνω,
Ἐνυάλιος,
ἕξ,
ἐξάγω,
ἐξαιρέω,
ἐξαίρω,ἐξαράομαι,
ἑξακισχίλιοι,
ἑξακόσιοι,
ἐξαλείφω,
ἐξαπατάω,
ἐξαπορέω,
ἑξαχους,
ἔξειμι2,
ἔξειμι2,ἔξεστι,
ἔξειμι2,ἔξεστι,ἐξίημι,ἐξίωσις,
ἐξελαύνω,
ἐξελέγχω,
ἐξεράω,ἐξερέω,
ἐξεργάζομαι,
ἐξέρχομαι,
ἔξεστι,
ἔξεστι,ἐξίημι,
ἔξεστι,ἔσσομαι,ἐξίημι,
ἐξετάζω,
ἐξέτασις,
ἐξευρίσκω,
ἐξηγέομαι,
ἑξήκοντα,
ἑξηκοστός,
ἔξοδοσ,ἔξοδος,
ἐξοικέω,
ἐξοίκησις,
ἐξόμνυμι,
ἐξοπλασία,
ἐξορύσσω,
ἐξουσία,
ἔξω,ἔσσομαι,
ἔξωθεν,
ἐξωθέω,
ἔοικα,εἰκός,
ἑορτάζω,ἑορτή,
ἐπαγγέλλω,
ἐπαινέω,
ἐπάν,
ἐπανάγκης,
ἐπαναφέρω,
ἐπαναχωρέω,
ἐπανίστημι,
ἐπανορθόω,
ἐπαύω,παύω,
ἐπεί,
ἐπειδάν,
ἐπεικάζω,ἐπιεικής,
ἔπειμι1,
ἔπειμι2,ἔπειτα,
ἔπειμι2,ἔπειτα,πείθω,
ἐπεισκαλέω,
ἐπείσκλητος,
ἔπειτα,
ἐπερωτάω,
ἐπί-καθίστημι,
ἐπί,
ἐπί,διά-ἐνεμέω,ἐπί-διανέμω,
ἐπιβάλλω,
ἐπιβολή,
ἐπιγαμέω,πέσσω,
ἐπιγράφω,
ἐπιδείκνυμι,
ἐπιδημέω,
ἐπιδίδωμι,
ἐπιδικασία,
ἐπιεικής,
ἐπιζημίωσις,ἐπιζημιόω,
ἐπίθετον,ἐπίθετος,
ἐπιθέω,ἐπιτίθημι,
ἐπίθημα,
ἐπιθυμέω,
ἐπικαλέω,
ἐπικηρυκεύομαι,
ἐπίκληρος,ἐπικληρόω,
ἐπικληρόω,
ἐπικλήρωσις,ἐπικληρόω,
ἐπικρατέω,
ἐπικυρόω,
ἐπιλαμβάνω,
ἐπιλείπω,
ἐπίληθος,ἐπιλανθάνομαι,
ἐπίλοιπος,
Ἐπιλύκειον,
Ἐπίλυκος,
ἐπιμέλεια,
ἐπιμελέομαι,
ἐπιμελής,
ἐπιμελητής,
ἐπινοέω,
ἐπισκευάζω,
ἐπισκευαστής,ἐπισκευαστός,
ἐπισκήπτω,
ἐπισκοπέω,ἐπισκοπή,
ἐπίσκοποσ,ἐπίσκοπος,
ἐπιστατέω,
ἐπιστάτη,ἐπιστάτης,ἐπιστατέω,
ἐπιστατικός,
ἐπιστολή,
ἐπιστύλιον,
ἐπιτάφιος,ἐπιταφέω,
ἐπιτελέω,
ἐπιτήδειος,
ἐπίτηδες,
ἐπιτίθημι,
ἐπιτιμάω,
ἐπιτιμάω,ἐπιτιμή,
ἐπίτιμος,
ἐπιτρέπω,
ἐπιτροπέω,ἐπιτροπή,
ἐπίτροπος,
ἐπιφαίνω,ἐπιφανής,
ἐπιφέρω,
ἐπιχειρέω,
ἐπιχειροτονέω,
ἐπιχειροτονία,
ἐπιψηφίζω,
ἕπομαι,
ἐπονομάζω,
ἐπορέγω,
ἔπος,
ἑπτακαίδεκα,
ἑπτακόσιοι,
ἑπτετηρίς,
ἐπωνύμιος,ἐπωνυμία,
ἐπώνυμος,
ἔραμαι,
ἐρανικός,
ἐράομαι,ἐράω1,ἐράω2,ἐρώμενος,
ἐργάζομαι,
ἐργασία,
ἐργάσιμος,
ἐργάτης,
ἔργνυμι,ἔργον,
ἔργω1,
ἔρδω,
ἐρέσσω,ῥέζω,
Ἐρέτρια,
ἐρέω,ἐρῶ,
ἐρῆμος,
ἔρομαι,
ἔρομαι,ἐράομαι,
ἔρομαι,ἐρῶ,εἴρω,εἴρω2,
ἔρχομαι,
ἐρῶ,
ἐρωτικός,
ἐσθλός,
ἔσχατος,ἐσχατάω,
ἐτάζω,τάσσω,
ἔται,ἔτης,ἔτος,ἐτάζω,
ἑταιρεία,ἑταιρεῖος,
ἕτερος,
ἕτερος,ὄτερος,
ἑτέρωθι,
ἔτης,ἔτος,
ἔτι,
ἔτος,
εὖ,
εὐανδρία,
εὐαρίθμητος,
Εὔβοια,
εὐγενής,
εὐδιάφθορος,
εὐδοκιμέω,
εὕδω,
εὐθεῖα,εὐθύσ,
εὐθέως,εὐθής,εὐθύσ,εὐθύς,
εὔθυνα,εὐθύνω,
εὔθυνος,
εὔθυνος,εὐθύνω,
εὐθύνω,
εὐθύσ,εὐθύς,
Εὐκλείδης,
εὐκοσμία,
εὔλογος,
Εὐμολπίδαι,
εὔνοια,
εὐπατρίδης,
εὐπορέω,
εὐπορία,
εὔπορος,
εὑρίσκω,
εὐσημία,
ἐφέσιμος,
ἔφεσις,
ἐφέται,ἐφέτης,
ἔφηβος,
ἔφηβος,ἐφηβάω,ἐφηβεύω,
Ἐφιάλτης,
ἐφίημι,
ἐφίστημι,
ἐφίστημι,ἐπιστάτη,ἐπιστάτης,
ἐφίστημι,ἐφιστάω,
ἔφοδοσ,ἔφοδος,ἔφοδοϲ,
ἔχθρα,ἔχθρη,
ἐχθρός,
ἐχῖνος,
ἔχις,ἔχω,
ἔχις,ἔχω,χάω,χέω,
ἔχω,
ἔχω,χάω,χόω,
ἕως,ἠώς,
ζευγίσιον,
ζευγίτης,
Ζεύς,
ζημιάζω,ζημιόω,
ζημιόω,
ζημίωσις,ζημιάζω,ζημιόω,
ζητέω,
ζώιον,ζῷον,ζῳόω,
ᾗ,ἵημι,ὅς,
ἤ1,ἤ2,
ἡγεμονία,
ἡγεμών,
ἡγέομαι,
Ἡγησίας,
Ἡγησίστρατος,
ἤδη,ἦδος,
ἥδομαι,
ἦθος,ἠθέω,
ἠίθεος,
ἥκω,
ἡλιαία,
ἡλικία,
ἡμέρα,ἡμερόω,
ἥμερος,ἡμέρα,
ἡμικοτύλιον,
ἥμισυς,ἡμίσεια,
Ἡρακλέης,
Ἡράκλειος,Ἡρακλεία,
ἠρίον,
Ἡρόδοτος,
ἡσσάομαι,ἡττάω,
ἥσσων,
ἡσυχάω,ἡσυχάζω,
ἡσυχία,
ἦτορ,
Ἡφαίστια,
θάλασσα,
θανατάω,θανατόω,
θάνατος,
θανατόω,
θάομαι,θάω,θάζω,θέω,τίθημι,
Θαργήλια,
Θαργηλιών,
θαρσέω,
θαυμάζω,
θέατρον,
θεάω,θεός,
θείνω,τίθημι,
Θεμιστοκλέης,Θεμιστοκλῆς,
θεόκτιτος,
Θεόπομπος,
θεός,
Θερμαῖος,
θέσις,
θέσμιος,
θεσμοθετεῖον,
θεσμοθέτης,
θεσμοθέτης,θεσμοθετέω,
θεσμός,
Θεσσαλός,
Θέσσαλος,
θεωρέω,
θεωρία,
θεωρικός,
Θηβαῖος,
Θηραμένης,
θής,
Θησεῖον,
Θησεύς,
θητικός,
θόλος,
Θουκυδίδης,
Θρᾷσσα,
Θρασυβούλος,
θρασύνω,
θρασύς,
θρυλέω,
θυγάτηρ,
θύος,θύω1,θύω2,θυάω,
θύρα,θυράζω,θυρόω,
θυρίς,
θυσία,
θύω1,θύω2,
θώραξ,
Ἰαόνιος,
ἴδιος,
ἴδιος,ἰδέω,ἰδίω,
ἴδιος,ἶδος,ἰδέω,ἰδίω,
ἰδιώτης,
ἱερά,ἱεράζω,ἱεραί,ἱερή,ἱερόν,ἱερός,ἱερόω,
ἱερά,ἱερή,ἱερόν,ἱερός,
ἱεράζω,ἱερόν,ἱερός,
ἱερεύς,ἱερόω,
ἱερομνήμων,
ἱερόν,ἱερός,
ἱεροποιός,
ἱερώσυνος,ἱερωσύνη,
ἵημι,
ἱκετήριος,
Ἴμβρος,
ἵνα,
Ἰοφῶν,
ἵππαρχος,
ἱππάς,
ἱππεύς,
ἱππεύω,
Ἱππίης,
ἱπποδρομία,
Ἱπποκράτης,
ἵππος,
ἱπποτροφέω,
Ἰσαγόρης,
ἰσαίτατος,
ἰσομοιρία,
ἰσόρροπος,
ἴσος,
ἴσος,ἴσως,ἰσόω,
ἰσοτελής,
ἵστημι,
ἵστημι,ἱστάω,
ἵστημι,στάσις,στάζω,
ἰσχυρός,
ἰσχύω,
ἴχνος,
Ἴων,
καθά,
καθά,καθό,κατά,
καθαιρέω,
καθαίρω,
καθάπαξ,
καθαρός,
καθήκω,
κάθημαι,
καθίζω,
καθίημι,καθίζω,
καθίστημι,
καθίστημι,καθιστάω,
καθίστημι,καταστάζω,
κάθοδος,
καθόλου,
καθότι,
καί,
καινός,
καίπερ,
καιρός,
καιρός,καιρόω,
κακάζω,κακός,
κάκη,κακάζω,κακός,κακόω,
κακοπράγμων,
κακός,
κακός,κακόω,
κακουργέω,
κακούργημα,
κακοφραδής,
καλέω,
Καλλίβιος,
καλλιερέω,
Καλλικράτης,
Κάλλιον,Καλλίης,
κάλλιστα,καλός,
